ID	市县（英文）	市县（中文）	地区	省/直辖市
101100901	shuozhou	朔州	朔州	山西
101100902	pinglu	平鲁	朔州	山西
101100903	shanyin	山阴	朔州	山西
101100904	youyu	右玉	朔州	山西
101100905	yingxian	应县	朔州	山西
101100906	huairen	怀仁	朔州	山西
101101001	xinzhou	忻州	忻州	山西
101101002	dingxiang	定襄	忻州	山西
101101003	wutaixian	五台县	忻州	山西
101101004	hequ	河曲	忻州	山西
101101005	pianguan	偏关	忻州	山西
101101006	shenchi	神池	忻州	山西
101101007	ningwu	宁武	忻州	山西
101101008	daixian	代县	忻州	山西
101101009	fanshi	繁峙	忻州	山西
101101010	wutaishan	五台山	忻州	山西
101101011	bode	保德	忻州	山西
101101012	jingle	静乐	忻州	山西
101101013	kelan	岢岚	忻州	山西
101101014	wuzhai	五寨	忻州	山西
101101015	yuanping	原平	忻州	山西
101101100	lvliang	吕梁	吕梁	山西
101101101	lishi	离石	吕梁	山西
101101102	linxian	临县	吕梁	山西
101101103	xingxian	兴县	吕梁	山西
101101104	lanxian	岚县	吕梁	山西
101101105	liulin	柳林	吕梁	山西
101101106	shilou	石楼	吕梁	山西
101101107	fangshan	方山	吕梁	山西
101101108	jiaokou	交口	吕梁	山西
101101109	zhongyang	中阳	吕梁	山西
101101110	xiaoyi	孝义	吕梁	山西
101101111	fenyang	汾阳	吕梁	山西
101101112	wenshui	文水	吕梁	山西
101101113	jiaocheng	交城	吕梁	山西
101110101	xian	西安	西安	陕西
101110102	changan	长安	西安	陕西
101110103	lintong	临潼	西安	陕西
101110104	lantian	蓝田	西安	陕西
101110105	zhouzhi	周至	西安	陕西
101110106	huxian	户县	西安	陕西
101110107	gaoling	高陵	西安	陕西
101110200	xianyang	咸阳	咸阳	陕西
101110201	sanyuan	三原	咸阳	陕西
101110202	liquan	礼泉	咸阳	陕西
101110203	yongshou	永寿	咸阳	陕西
101110204	chunhua	淳化	咸阳	陕西
101110205	jingyang	泾阳	咸阳	陕西
101110206	wugong	武功	咸阳	陕西
101110207	qianxian	乾县	咸阳	陕西
101110208	binxian	彬县	咸阳	陕西
101110209	changwu	长武	咸阳	陕西
101110210	xunyi	旬邑	咸阳	陕西
101110211	xingping	兴平	咸阳	陕西
101110300	yanan	延安	延安	陕西
101110301	yanchang	延长	延安	陕西
101110302	yanchuan	延川	延安	陕西
101110303	zichang	子长	延安	陕西
101110304	yichuan	宜川	延安	陕西
101110305	fuxian	富县	延安	陕西
101110306	zhidan	志丹	延安	陕西
101110307	ansai	安塞	延安	陕西
101110308	ganquan	甘泉	延安	陕西
101110309	luochuan	洛川	延安	陕西
101110310	huangling	黄陵	延安	陕西
101110311	huanglong	黄龙	延安	陕西
101110312	wuqi	吴起	延安	陕西
101110401	yulin	榆林	榆林	陕西
101110402	fugu	府谷	榆林	陕西
101110403	shenmu	神木	榆林	陕西
101110404	jiaxian	佳县	榆林	陕西
101110405	dingbian	定边	榆林	陕西
101110406	jingbian	靖边	榆林	陕西
101110407	hengshan	横山	榆林	陕西
101110408	mizhi	米脂	榆林	陕西
101110409	zizhou	子洲	榆林	陕西
101110410	suide	绥德	榆林	陕西
101110411	wubu	吴堡	榆林	陕西
101110412	qingjian	清涧	榆林	陕西
101110413	yuyang	榆阳	榆林	陕西
101110501	weinan	渭南	渭南	陕西
101110502	huaxian	华县	渭南	陕西
101110503	tongguan	潼关	渭南	陕西
101110504	dali	大荔	渭南	陕西
101110505	baishui	白水	渭南	陕西
101110506	fuping	富平	渭南	陕西
101110507	pucheng	蒲城	渭南	陕西
101110508	chengcheng	澄城	渭南	陕西
101110509	heyang	合阳	渭南	陕西
101110510	hancheng	韩城	渭南	陕西
101110511	huayin	华阴	渭南	陕西
101110601	shangluo	商洛	商洛	陕西
101110602	luonan	洛南	商洛	陕西
101110603	zhashui	柞水	商洛	陕西
101110604	shangzhou	商州	商洛	陕西
101110605	zhenan	镇安	商洛	陕西
101110606	danfeng	丹凤	商洛	陕西
101110607	shangnan	商南	商洛	陕西
101110608	shanyang	山阳	商洛	陕西
101110701	ankang	安康	安康	陕西
101110702	ziyang	紫阳	安康	陕西
101110703	shiquan	石泉	安康	陕西
101110704	hanyin	汉阴	安康	陕西
101110705	xunyang	旬阳	安康	陕西
101110706	langao	岚皋	安康	陕西
101110707	pingli	平利	安康	陕西
101110708	baihe	白河	安康	陕西
101110709	zhenping	镇坪	安康	陕西
101110710	ningshan	宁陕	安康	陕西
101110801	hanzhong	汉中	汉中	陕西
101110802	lueyang	略阳	汉中	陕西
101110803	mianxian	勉县	汉中	陕西
101110804	liuba	留坝	汉中	陕西
101110805	yangxian	洋县	汉中	陕西
101110806	chenggu	城固	汉中	陕西
101110807	xixiang	西乡	汉中	陕西
101110808	fuoping	佛坪	汉中	陕西
101110809	ningqiang	宁强	汉中	陕西
101110810	nanzheng	南郑	汉中	陕西
101110811	zhenba	镇巴	汉中	陕西
101110901	baoji	宝鸡	宝鸡	陕西
101110903	qianyang	千阳	宝鸡	陕西
101110904	linyou	麟游	宝鸡	陕西
101110905	qishan	岐山	宝鸡	陕西
101110906	fengxiang	凤翔	宝鸡	陕西
101110907	fufeng	扶风	宝鸡	陕西
101110908	meixian	眉县	宝鸡	陕西
101110909	taibai	太白	宝鸡	陕西
101110910	fengxian	凤县	宝鸡	陕西
101110911	longxian	陇县	宝鸡	陕西
101110912	chencang	陈仓	宝鸡	陕西
101111001	tongchuan	铜川	铜川	陕西
101111002	yaoxian	耀县	铜川	陕西
101111003	yijun	宜君	铜川	陕西
101111004	yaozhou	耀州	铜川	陕西
101111101	yangling	杨凌	杨凌	陕西
101120101	jinan	济南	济南	山东
101120102	changqing	长清	济南	山东
101120103	shanghe	商河	济南	山东
101120104	zhangqiu	章丘	济南	山东
101120105	pingyin	平阴	济南	山东
101120106	jiyang	济阳	济南	山东
101120201	qingdao	青岛	青岛	山东
101120202	laoshan	崂山	青岛	山东
101120204	jimo	即墨	青岛	山东
101120205	jiaozhou	胶州	青岛	山东
101120206	huangdao	黄岛	青岛	山东
101120207	laixi	莱西	青岛	山东
101120208	pingdu	平度	青岛	山东
101120301	zibo	淄博	淄博	山东
101120302	zichuan	淄川	淄博	山东
101120303	boshan	博山	淄博	山东
101120304	gaoqing	高青	淄博	山东
101120305	zhoucun	周村	淄博	山东
101120306	yiyuan	沂源	淄博	山东
101120307	huantai	桓台	淄博	山东
101120308	linzi	临淄	淄博	山东
101120401	dezhou	德州	德州	山东
101120402	wucheng	武城	德州	山东
101120403	linyi	临邑	德州	山东
101120404	lingxian	陵县	德州	山东
101120405	qihe	齐河	德州	山东
101120406	leling	乐陵	德州	山东
101120407	qingyun	庆云	德州	山东
101120408	pingyuan	平原	德州	山东
101120409	ningjin	宁津	德州	山东
101120410	xiajin	夏津	德州	山东
101120411	yucheng	禹城	德州	山东
101120501	yantai	烟台	烟台	山东
101120502	laizhou	莱州	烟台	山东
101120503	changdao	长岛	烟台	山东
101120504	penglai	蓬莱	烟台	山东
101120505	longkou	龙口	烟台	山东
101120506	zhaoyuan	招远	烟台	山东
101120507	qixia	栖霞	烟台	山东
101120508	fushan	福山	烟台	山东
101120509	moup	牟平	烟台	山东
101120510	laiyang	莱阳	烟台	山东
101120511	haiyang	海阳	烟台	山东
101120601	weifang	潍坊	潍坊	山东
101120602	qingzhou	青州	潍坊	山东
101120603	shouguang	寿光	潍坊	山东
101120604	linqu	临朐	潍坊	山东
101120605	changle	昌乐	潍坊	山东
101120606	changyi	昌邑	潍坊	山东
101120607	anqiu	安丘	潍坊	山东
101120608	gaomi	高密	潍坊	山东
101120609	zhucheng	诸城	潍坊	山东
101120701	jining	济宁	济宁	山东
101120702	jiaxiang	嘉祥	济宁	山东
101120703	weishan	微山	济宁	山东
101120704	yutai	鱼台	济宁	山东
101120705	yanzhou	兖州	济宁	山东
101120706	jinxiang	金乡	济宁	山东
101120707	wenshang	汶上	济宁	山东
101120708	sishui	泗水	济宁	山东
101120709	liangshan	梁山	济宁	山东
101120710	qufu	曲阜	济宁	山东
101120711	zoucheng	邹城	济宁	山东
101120801	taian	泰安	泰安	山东
101120802	xintai	新泰	泰安	山东
101120804	feicheng	肥城	泰安	山东
101120805	dongping	东平	泰安	山东
101120806	ningyang	宁阳	泰安	山东
101120901	linyi	临沂	临沂	山东
101120902	junan	莒南	临沂	山东
101120903	yinan	沂南	临沂	山东
101120904	lanling	兰陵	临沂	山东
101120905	linshu	临沭	临沂	山东
101120906	tancheng	郯城	临沂	山东
101120907	mengyin	蒙阴	临沂	山东
101120908	pingyi	平邑	临沂	山东
101120909	feixian	费县	临沂	山东
101120910	yishui	沂水	临沂	山东
101121001	heze	菏泽	菏泽	山东
101121002	juancheng	鄄城	菏泽	山东
101121003	yuncheng	郓城	菏泽	山东
101121004	dongming	东明	菏泽	山东
101121005	dingtao	定陶	菏泽	山东
101121006	juye	巨野	菏泽	山东
101121007	caoxian	曹县	菏泽	山东
101121008	chengwu	成武	菏泽	山东
101121009	shanxian	单县	菏泽	山东
101121101	binzhou	滨州	滨州	山东
101121102	boxing	博兴	滨州	山东
101121103	wudi	无棣	滨州	山东
101121104	yangxin	阳信	滨州	山东
101121105	huimin	惠民	滨州	山东
101121106	zhanhua	沾化	滨州	山东
101121107	zouping	邹平	滨州	山东
101121201	dongying	东营	东营	山东
101121202	hekou	河口	东营	山东
101121203	kenli	垦利	东营	山东
101121204	lijin	利津	东营	山东
101121205	guangrao	广饶	东营	山东
101121301	weihai	威海	威海	山东
101121302	wendeng	文登	威海	山东
101121303	rongcheng	荣成	威海	山东
101121304	rushan	乳山	威海	山东
101121305	chengshantou	成山头	威海	山东
101121306	shidao	石岛	威海	山东
101121401	zaozhuang	枣庄	枣庄	山东
101121402	xuecheng	薛城	枣庄	山东
101121403	yicheng	峄城	枣庄	山东
101121404	taierzhuang	台儿庄	枣庄	山东
101121405	tengzhou	滕州	枣庄	山东
101121501	rizhao	日照	日照	山东
101121502	wulian	五莲	日照	山东
101121503	juxian	莒县	日照	山东
101121601	laiwu	莱芜	莱芜	山东
101121701	liaocheng	聊城	聊城	山东
101121702	guanxian	冠县	聊城	山东
101121703	yanggu	阳谷	聊城	山东
101121704	gaotang	高唐	聊城	山东
101121705	chiping	茌平	聊城	山东
101121706	donge	东阿	聊城	山东
101121707	linqing	临清	聊城	山东
101121709	shenxian	莘县	聊城	山东
101130101	wulumuqi	乌鲁木齐	乌鲁木齐	新疆
101130103	xiaoquzi	小渠子	乌鲁木齐	新疆
101130105	dabancheng	达坂城	乌鲁木齐	新疆
101130108	wulumuqimushizhan	乌鲁木齐牧试站	乌鲁木齐	新疆
101130109	tianchi	天池	乌鲁木齐	新疆
101130110	baiyanggou	白杨沟	乌鲁木齐	新疆
101130201	kelamayi	克拉玛依	克拉玛依	新疆
101130202	wuerhe	乌尔禾	克拉玛依	新疆
101130203	baijiantan	白碱滩	克拉玛依	新疆
101130301	shihezi	石河子	石河子	新疆
101130302	paotai	炮台	石河子	新疆
101130303	mosuowan	莫索湾	石河子	新疆
101130401	changji	昌吉	昌吉	新疆
101130402	hutubi	呼图壁	昌吉	新疆
101130403	miquan	米泉	昌吉	新疆
101130404	fukang	阜康	昌吉	新疆
101130405	jimusaer	吉木萨尔	昌吉	新疆
101130406	qitai	奇台	昌吉	新疆
101130407	manasi	玛纳斯	昌吉	新疆
101130408	mulei	木垒	昌吉	新疆
101130409	caijiahu	蔡家湖	昌吉	新疆
101130501	tulufan	吐鲁番	吐鲁番	新疆
101130502	tuokexun	托克逊	吐鲁番	新疆
101130504	shanshan	鄯善	吐鲁番	新疆
101130601	kuerle	库尔勒	巴音郭楞	新疆
101130602	luntai	轮台	巴音郭楞	新疆
101130603	yuli	尉犁	巴音郭楞	新疆
101130604	ruoqiang	若羌	巴音郭楞	新疆
101130605	qiemo	且末	巴音郭楞	新疆
101130606	hejing	和静	巴音郭楞	新疆
101130607	yanqi	焉耆	巴音郭楞	新疆
101130608	shuo	和硕	巴音郭楞	新疆
101130610	bayinbuluke	巴音布鲁克	巴音郭楞	新疆
101130611	tieganlike	铁干里克	巴音郭楞	新疆
101130612	bohu	博湖	巴音郭楞	新疆
101130613	tazhong	塔中	巴音郭楞	新疆
101130614	baluntai	巴仑台	巴音郭楞	新疆
101130701	alaer	阿拉尔	阿拉尔	新疆
101130801	akesu	阿克苏	阿克苏	新疆
101130802	wushi	乌什	阿克苏	新疆
101130803	wensu	温宿	阿克苏	新疆
101130804	baicheng	拜城	阿克苏	新疆
101130805	xinhe	新和	阿克苏	新疆
101130806	shaya	沙雅	阿克苏	新疆
101130807	kuche	库车	阿克苏	新疆
101130808	keping	柯坪	阿克苏	新疆
101130809	awati	阿瓦提	阿克苏	新疆
101130901	kashi	喀什	喀什	新疆
101130902	yingjisha	英吉沙	喀什	新疆
101130903	tashikuergan	塔什库尔干	喀什	新疆
101130904	maigaiti	麦盖提	喀什	新疆
101130905	shache	莎车	喀什	新疆
101130906	yecheng	叶城	喀什	新疆
101130907	zepu	泽普	喀什	新疆
101130908	bachu	巴楚	喀什	新疆
101130909	yuepuhu	岳普湖	喀什	新疆
101130910	jiashi	伽师	喀什	新疆
101130911	shufu	疏附	喀什	新疆
101130912	shule	疏勒	喀什	新疆
101131001	yining	伊宁	伊犁	新疆
101131002	chabuchaer	察布查尔	伊犁	新疆
101131003	nileke	尼勒克	伊犁	新疆
101131004	yiningxian	伊宁县	伊犁	新疆
101131005	gongliu	巩留	伊犁	新疆
101131006	xinyuan	新源	伊犁	新疆
101131007	zhaosu	昭苏	伊犁	新疆
101131008	tekesi	特克斯	伊犁	新疆
101131009	huocheng	霍城	伊犁	新疆
101131010	huoerguosi	霍尔果斯	伊犁	新疆
101131011	kuitunshi	奎屯	伊犁	新疆
101131101	tacheng	塔城	塔城	新疆
101131102	yumin	裕民	塔城	新疆
101131103	emin	额敏	塔城	新疆
101131104	hebukesaier	和布克赛尔	塔城	新疆
101131105	tuoli	托里	塔城	新疆
101131106	wusu	乌苏	塔城	新疆
101131107	shawan	沙湾	塔城	新疆
101131201	hami	哈密	哈密	新疆
101131203	balikun	巴里坤	哈密	新疆
101131204	yiwu	伊吾	哈密	新疆
101131301	hetian	和田	和田	新疆
101131302	pishan	皮山	和田	新疆
101131303	cele	策勒	和田	新疆
101131304	moyu	墨玉	和田	新疆
101131305	luopu	洛浦	和田	新疆
101131306	minfeng	民丰	和田	新疆
101131307	yutian	于田	和田	新疆
101131401	aletai	阿勒泰	阿勒泰	新疆
101131402	habahe	哈巴河	阿勒泰	新疆
101131405	jimunai	吉木乃	阿勒泰	新疆
101131406	buerjin	布尔津	阿勒泰	新疆
101131407	fuhai	福海	阿勒泰	新疆
101131408	fuyun	富蕴	阿勒泰	新疆
101131409	qinghe	青河	阿勒泰	新疆
101131501	atushi	阿图什	克州	新疆
101131502	wuqia	乌恰	克州	新疆
101131503	aketao	阿克陶	克州	新疆
101131504	aheqi	阿合奇	克州	新疆
101131601	bole	博乐	博尔塔拉	新疆
101131602	wenquan	温泉	博尔塔拉	新疆
101131603	jinghe	精河	博尔塔拉	新疆
101131606	alashankou	阿拉山口	博尔塔拉	新疆
101140101	lasa	拉萨	拉萨	西藏
101140102	dangxiong	当雄	拉萨	西藏
101140103	nimu	尼木	拉萨	西藏
101140104	linzhou	林周	拉萨	西藏
101140105	duilongdeqing	堆龙德庆	拉萨	西藏
101140106	qushui	曲水	拉萨	西藏
101140107	dazi	达孜	拉萨	西藏
101140108	mozhugongka	墨竹工卡	拉萨	西藏
101140201	rikaze	日喀则	日喀则	西藏
101140202	lazi	拉孜	日喀则	西藏
101140203	nanmulin	南木林	日喀则	西藏
101140204	nielamu	聂拉木	日喀则	西藏
101140205	anri	定日	日喀则	西藏
101140206	jiangzi	江孜	日喀则	西藏
101140207	pali	帕里	日喀则	西藏
101140208	zhongba	仲巴	日喀则	西藏
101140209	saga	萨嘎	日喀则	西藏
101140210	jilong	吉隆	日喀则	西藏
101140211	angren	昂仁	日喀则	西藏
101140212	dingjie	定结	日喀则	西藏
101140213	sajia	萨迦	日喀则	西藏
101140214	xietongmen	谢通门	日喀则	西藏
101140216	gangba	岗巴	日喀则	西藏
101140217	bailang	白朗	日喀则	西藏
101140218	yadong	亚东	日喀则	西藏
101140219	kangma	康马	日喀则	西藏
101140220	renbu	仁布	日喀则	西藏
101140301	shannan	山南	山南	西藏
101140302	gongga	贡嘎	山南	西藏
101140303	zhanan	札囊	山南	西藏
101140304	jiacha	加查	山南	西藏
101140305	langkazi	浪卡子	山南	西藏
101140306	cuona	错那	山南	西藏
101140307	longzi	隆子	山南	西藏
101140308	zedang	泽当	山南	西藏
101140309	naidong	乃东	山南	西藏
101140310	sangri	桑日	山南	西藏
101140311	luozha	洛扎	山南	西藏
101140312	cuomei	措美	山南	西藏
101140313	qiongjie	琼结	山南	西藏
101140314	qusong	曲松	山南	西藏
101140401	linzhi	林芝	林芝	西藏
101140402	bomi	波密	林芝	西藏
101140403	milin	米林	林芝	西藏
101140404	chayu	察隅	林芝	西藏
101140405	gongbujiangda	工布江达	林芝	西藏
101140406	langxian	朗县	林芝	西藏
101140407	motuo	墨脱	林芝	西藏
101140501	changdu	昌都	昌都	西藏
101140502	dingqing	丁青	昌都	西藏
101140503	bianba	边坝	昌都	西藏
101140504	luolong	洛隆	昌都	西藏
101140505	zuogong	左贡	昌都	西藏
101140506	mangkang	芒康	昌都	西藏
101140507	leiwuqi	类乌齐	昌都	西藏
101140508	basu	八宿	昌都	西藏
101140509	jiangda	江达	昌都	西藏
101140510	chaya	察雅	昌都	西藏
101140511	gongjue	贡觉	昌都	西藏
101140601	naqu	那曲	那曲	西藏
101140602	nima	尼玛	那曲	西藏
101140603	jiali	嘉黎	那曲	西藏
101140604	bange	班戈	那曲	西藏
101140605	anduo	安多	那曲	西藏
101140606	suoxian	索县	那曲	西藏
101140607	nierong	聂荣	那曲	西藏
101140608	baqing	巴青	那曲	西藏
101140609	biru	比如	那曲	西藏
101140610	shuanghu	双湖	那曲	西藏
101140701	ali	阿里	阿里	西藏
101140702	gaize	改则	阿里	西藏
101140703	shenzha	申扎	阿里	西藏
101140704	shiquanhe	狮泉河	阿里	西藏
101140705	pulan	普兰	阿里	西藏
101140706	zhada	札达	阿里	西藏
101140707	gaer	噶尔	阿里	西藏
101140708	ritu	日土	阿里	西藏
101140709	geji	革吉	阿里	西藏
101140710	cuoqin	措勤	阿里	西藏
101150101	xining	西宁	西宁	青海
101150102	datong	大通	西宁	青海
101150103	huangyuan	湟源	西宁	青海
101150104	huangzhong	湟中	西宁	青海
101150201	haidong	海东	海东	青海
101150202	ledu	乐都	海东	青海
101150203	minhe	民和	海东	青海
101150204	huzhu	互助	海东	青海
101150205	hualong	化隆	海东	青海
101150206	xunhua	循化	海东	青海
101150207	lenghu	冷湖	海东	青海
101150208	pingan	平安	海东	青海
101150301	huangnan	黄南	黄南	青海
101150302	jianzha	尖扎	黄南	青海
101150303	zeku	泽库	黄南	青海
101150304	henan	河南	黄南	青海
101150305	tongren	同仁	黄南	青海
101150401	hainan	海南	海南	青海
101150404	guide	贵德	海南	青海
101150406	xinghai	兴海	海南	青海
101150407	guinan	贵南	海南	青海
101150408	tongde	同德	海南	青海
101150409	gonghe	共和	海南	青海
101150501	guoluo	果洛	果洛	青海
101150502	banma	班玛	果洛	青海
101150503	gande	甘德	果洛	青海
101150504	dari	达日	果洛	青海
101150505	jiuzhi	久治	果洛	青海
101150506	madu	玛多	果洛	青海
101150508	maqin	玛沁	果洛	青海
101150601	yushu	玉树	玉树	青海
101150602	chenduo	称多	玉树	青海
101150603	zhiduo	治多	玉树	青海
101150604	zaduo	杂多	玉树	青海
101150605	nangqian	囊谦	玉树	青海
101150606	qumacai	曲麻莱	玉树	青海
101150701	haixi	海西	海西	青海
101150708	tianjun	天峻	海西	青海
101150709	wulan	乌兰	海西	青海
101150712	mangai	茫崖	海西	青海
101150713	dachaidan	大柴旦	海西	青海
101150716	delingha	德令哈	海西	青海
101150801	haibei	海北	海北	青海
101150802	menyuan	门源	海北	青海
101150803	qilian	祁连	海北	青海
101150804	haiman	海晏	海北	青海
101150806	gangcha	刚察	海北	青海
101150901	geermu	格尔木	格尔木	青海
101150902	dulan	都兰	格尔木	青海
101160101	lanzhou	兰州	兰州	甘肃
101160102	gaolan	皋兰	兰州	甘肃
101160103	yongdeng	永登	兰州	甘肃
101160104	yuzhong	榆中	兰州	甘肃
101160201	dingxi	定西	定西	甘肃
101160202	tongwei	通渭	定西	甘肃
101160203	longxi	陇西	定西	甘肃
101160204	weiyuan	渭源	定西	甘肃
101160205	lintao	临洮	定西	甘肃
101160206	zhangxian	漳县	定西	甘肃
101160207	minxian	岷县	定西	甘肃
101160208	anding	安定	定西	甘肃
101160301	pingliang	平凉	平凉	甘肃
101160302	jingchuan	泾川	平凉	甘肃
101160303	lingtai	灵台	平凉	甘肃
101160304	chongxin	崇信	平凉	甘肃
101160305	huating	华亭	平凉	甘肃
101160306	zhuanglang	庄浪	平凉	甘肃
101160307	jingning	静宁	平凉	甘肃
101160308	kongtong	崆峒	平凉	甘肃
101160401	qingyang	庆阳	庆阳	甘肃
101160403	huanxian	环县	庆阳	甘肃
101160404	huachi	华池	庆阳	甘肃
101160405	heshui	合水	庆阳	甘肃
101160406	zhengning	正宁	庆阳	甘肃
101160407	ningxian	宁县	庆阳	甘肃
101160408	zhenyuan	镇原	庆阳	甘肃
101160409	qingcheng	庆城	庆阳	甘肃
101160501	wuwei	武威	武威	甘肃
101160502	minqin	民勤	武威	甘肃
101160503	gulang	古浪	武威	甘肃
101160505	tianzhu	天祝	武威	甘肃
101160601	jinchang	金昌	金昌	甘肃
101160602	yongchang	永昌	金昌	甘肃
101160701	zhangye	张掖	张掖	甘肃
101160702	sunan	肃南	张掖	甘肃
101160703	minle	民乐	张掖	甘肃
101160704	linze	临泽	张掖	甘肃
101160705	gaotai	高台	张掖	甘肃
101160706	shandan	山丹	张掖	甘肃
101160801	jiuquan	酒泉	酒泉	甘肃
101160803	jinta	金塔	酒泉	甘肃
101160804	akesai	阿克塞	酒泉	甘肃
101160805	guazhou	瓜州	酒泉	甘肃
101160806	subei	肃北	酒泉	甘肃
101160807	yumen	玉门	酒泉	甘肃
101160808	dunhuang	敦煌	酒泉	甘肃
101160901	tianshui	天水	天水	甘肃
101160903	qingshui	清水	天水	甘肃
101160904	qinan	秦安	天水	甘肃
101160905	gangu	甘谷	天水	甘肃
101160906	wushan	武山	天水	甘肃
101160907	zhangjiachuan	张家川	天水	甘肃
101160908	maiji	麦积	天水	甘肃
101161001	wudu	武都	陇南	甘肃
101161002	chengxian	成县	陇南	甘肃
101161003	wenxian	文县	陇南	甘肃
101161004	dangchang	宕昌	陇南	甘肃
101161005	kangxian	康县	陇南	甘肃
101161006	xihe	西和	陇南	甘肃
101161007	lixian	礼县	陇南	甘肃
101161008	huixian	徽县	陇南	甘肃
101161009	liangdang	两当	陇南	甘肃
101161101	linxia	临夏	临夏	甘肃
101161102	kangle	康乐	临夏	甘肃
101161103	yongjing	永靖	临夏	甘肃
101161104	guanghe	广河	临夏	甘肃
101161105	hezheng	和政	临夏	甘肃
101161106	dongxiang	东乡	临夏	甘肃
101161107	jishishan	积石山	临夏	甘肃
101161201	hezuo	合作	甘南	甘肃
101161202	lintan	临潭	甘南	甘肃
101161203	zhuoni	卓尼	甘南	甘肃
101161204	zhouqu	舟曲	甘南	甘肃
101161205	diebu	迭部	甘南	甘肃
101161206	maqu	玛曲	甘南	甘肃
101161207	luqu	碌曲	甘南	甘肃
101161208	xiahe	夏河	甘南	甘肃
101161301	baiyin	白银	白银	甘肃
101161302	jingyuan	靖远	白银	甘肃
101161303	huining	会宁	白银	甘肃
101161304	pingchuan	平川	白银	甘肃
101161305	jingtai	景泰	白银	甘肃
101161401	jiayuguan	嘉峪关	嘉峪关	甘肃
101170101	yinchuan	银川	银川	宁夏
101170102	yongning	永宁	银川	宁夏
101170103	lingwu	灵武	银川	宁夏
101170104	helan	贺兰	银川	宁夏
101170201	shizuishan	石嘴山	石嘴山	宁夏
101170202	huinong	惠农	石嘴山	宁夏
101170203	pingluo	平罗	石嘴山	宁夏
101170204	taole	陶乐	石嘴山	宁夏
101170301	wuzhong	吴忠	吴忠	宁夏
101170302	tongxin	同心	吴忠	宁夏
101170303	yanchi	盐池	吴忠	宁夏
101170306	qingtongxia	青铜峡	吴忠	宁夏
101170401	guyuan	固原	固原	宁夏
101170402	xiji	西吉	固原	宁夏
101170403	longde	隆德	固原	宁夏
101170404	jinyuan	泾源	固原	宁夏
101170406	pengyang	彭阳	固原	宁夏
101170501	zhongwei	中卫	中卫	宁夏
101170502	zhongning	中宁	中卫	宁夏
101170504	haiyuan	海原	中卫	宁夏
101180101	zhengzhou	郑州	郑州	河南
101180102	gongyi	巩义	郑州	河南
101180103	xingyang	荥阳	郑州	河南
101180104	dengfeng	登封	郑州	河南
101180105	xinmi	新密	郑州	河南
101180106	xinzheng	新郑	郑州	河南
101180107	zhongmou	中牟	郑州	河南
101180108	shangjie	上街	郑州	河南
101180201	anyang	安阳	安阳	河南
101180202	tangyin	汤阴	安阳	河南
101180203	huaxian	滑县	安阳	河南
101180204	neihuang	内黄	安阳	河南
101180205	linzhou	林州	安阳	河南
101180301	xinxiang	新乡	新乡	河南
101180302	huojia	获嘉	新乡	河南
101180303	yuanyang	原阳	新乡	河南
101180304	huixian	辉县	新乡	河南
101180305	weihui	卫辉	新乡	河南
101180306	yanjin	延津	新乡	河南
101180307	fengqiu	封丘	新乡	河南
101180308	changyuan	长垣	新乡	河南
101180401	xuchang	许昌	许昌	河南
101180402	yanling	鄢陵	许昌	河南
101180403	xiangcheng	襄城	许昌	河南
101180404	changge	长葛	许昌	河南
101180405	yuzhou	禹州	许昌	河南
101180501	pingdingshan	平顶山	平顶山	河南
101180502	jiaxian	郏县	平顶山	河南
101180503	baofeng	宝丰	平顶山	河南
101180504	ruzhou	汝州	平顶山	河南
101180505	yexian	叶县	平顶山	河南
101180506	wugang	舞钢	平顶山	河南
101180507	lushan	鲁山	平顶山	河南
101180508	shilong	石龙	平顶山	河南
101180601	xinyang	信阳	信阳	河南
101180602	xixian	息县	信阳	河南
101180603	luoshan	罗山	信阳	河南
101180604	guangshan	光山	信阳	河南
101180605	xinxian	新县	信阳	河南
101180606	huaibin	淮滨	信阳	河南
101180607	huangchuan	潢川	信阳	河南
101180608	gushi	固始	信阳	河南
101180609	shangcheng	商城	信阳	河南
101180701	nanyang	南阳	南阳	河南
101180702	nanzhao	南召	南阳	河南
101180703	fangcheng	方城	南阳	河南
101180704	sheqi	社旗	南阳	河南
101180705	xixia	西峡	南阳	河南
101180706	neixiang	内乡	南阳	河南
101180707	zhenping	镇平	南阳	河南
101180708	xichuan	淅川	南阳	河南
101180709	xinye	新野	南阳	河南
101180710	tanghe	唐河	南阳	河南
101180711	dengzhou	邓州	南阳	河南
101180712	tongbai	桐柏	南阳	河南
101180801	kaifeng	开封	开封	河南
101180802	qixian	杞县	开封	河南
101180803	weishi	尉氏	开封	河南
101180804	tongxu	通许	开封	河南
101180805	lankao	兰考	开封	河南
101180901	luoyang	洛阳	洛阳	河南
101180902	xinan	新安	洛阳	河南
101180903	mengjin	孟津	洛阳	河南
101180904	yiyang	宜阳	洛阳	河南
101180905	luoning	洛宁	洛阳	河南
101180906	yichuan	伊川	洛阳	河南
101180907	songxian	嵩县	洛阳	河南
101180908	yanshi	偃师	洛阳	河南
101180909	luanchuan	栾川	洛阳	河南
101180910	ruyang	汝阳	洛阳	河南
101180911	jili	吉利	洛阳	河南
101181001	shangqiu	商丘	商丘	河南
101181003	suixian	睢县	商丘	河南
101181004	minquan	民权	商丘	河南
101181005	yucheng	虞城	商丘	河南
